Word  Worst  Mean
kitul   535  32.59
bassi   535  33.06
abeam   535  33.54
embog   535  33.54
heths   535  34.54
iliac   535  35.06
napoo   535  35.06
isbas   535  41.32
perce   536  21.04
crepe   536  22.47
creep   536  23.14
ponty   536  23.14
solum   536  23.61
poynt   536  24.88
gluts   536  25.71
fitte   536  26.30
mouls   536  26.30
nurdy   536  26.60
glaik   536  27.22
lauan   536  27.88
mvule   536  28.57
warby   536  28.57
kench   536  29.29
velum   536  29.67
annul   536  31.27
janty   536  32.59
nulla   536  33.06
zonda   536  35.06
duxes   536  36.73
jello   536  41.32
gursh   537  23.14
thank   537  23.37
cerge   537  25.15
grece   537  25.15
folic   537  25.71
shrug   537  26.00
bahut   537  26.60
lofty   537  27.22
amiss   537  30.45
bunya   537  30.45
saims   537  30.45
amias   537  31.27
missa   537  31.27
miasm   537  31.70
simas   537  33.54
chevy   537  34.03
maims   537  34.54
imams   537  37.32
ooses   537  41.32
built   538  21.04
pulis   538  22.69
creed   538  22.91
ceder   538  22.91
cered   538  23.14
argan   538  24.36
diwan   538  25.43
grana   538  25.71
pilus   538  26.30
ranga   538  27.22
bhuna   538  27.55
holms   538  27.88
kilty   538  29.29
karat   538  29.67
kidge   538  29.67
uptak   538  30.05
kaput   538  31.27
basso   538  31.70
gnarr   538  31.70
becks   538  33.06
frass   538  33.54
sobas   538  33.54
boabs   538  34.03
bobas   538  34.54
afars   538  35.60
jawed   538  38.57
raffs   538  39.90
jehus   538  42.85
shrow   539  24.36
clips   539  24.88
turnt   539  25.43
tally   539  25.71
fonts   539  26.00
bolds   539  26.60
dunts   539  26.60
drugs   539  27.22
scowl   539  27.88
cowls   539  27.88
flags   539  27.88
tunds   539  27.88
bints   539  28.22
clows   539  28.57
sauna   539  30.05
sunna   539  31.27
lytta   539  32.59
unaus   539  40.60
potsy   540  22.69
swapt   540  22.91
almud   540  23.61
chere   540  23.61
lound   540  23.61
cheer   540  23.86
nould   540  23.86
blams   540  24.62
reech   540  24.88
sting   540  25.15
steep   540  25.15
pyots   540  25.15
tings   540  25.43
balms   540  26.00
misgo   540  26.00
winos   540  26.00
gismo   540  26.30
gravy   540  27.55
typos   540  27.55
hived   540  28.22
lambs   540  28.57
shmek   540  28.57
forbs   540  28.93
pests   540  28.93
stept   540  28.93
septs   540  29.29
ferry   540  29.67
biked   540  30.45
feyer   540  30.45
kente   540  31.27
reefy   540  31.70
refry   540  31.70
spets   540  31.70
fryer   540  32.59
steps   540  33.54
urbex   540  34.54
yfere   540  35.06
exurb   540  36.73
jours   540  36.73
eerie   540  39.22
haply   541  23.86
wagon   541  24.36
duits   541  24.36
humor   541  24.62
mutha   541  24.88
mohur   541  25.15
dolor   541  25.43
sutta   541  26.00
benet   541  26.30
loord   541  26.30
paisa   541  26.30
drool   541  26.60
bisom   541  26.60
gowan   541  26.91
tauts   541  26.91
phyla   541  27.22
wonga   541  27.22
kibla   541  27.88
rooty   541  27.88
rorty   541  27.88
sauts   541  28.22
wreck   541  28.93
incus   541  28.93
tatus   541  28.93
droll   541  29.67
dizen   541  29.67
atuas   541  31.27
bocce   541  31.27
apsis   541  32.14
exfil   541  32.59
luxed   541  32.59
squat   541  33.06
accoy   541  34.54
waxed   541  35.06
aspis   541  35.60
dewax   541  35.60
kivas   541  36.16
flexi   541  36.73
pipas   541  36.73
quats   541  37.32
roguy   542  24.36
nutsy   542  24.62
beset   542  25.15
stoit   542  25.71
wodge   542  25.71
prong   542  26.00
corso   542  26.60
gilds   542  26.60
toits   542  26.60
betes   542  27.88
foamy   542  28.22
beets   542  28.93
grill   542  29.67
edify   542  31.27
crocs   542  31.27
agloo   542  32.59
cross   542  33.06
bests   542  33.06
jumar   542  33.06
augur   542  34.03
upjet   542  35.60
avows   542  36.73
jirds   542  40.60
deice   543  24.10
trout   543  24.36
cunts   543  24.36
gibed   543  24.36
creme   543  24.88
piece   543  24.88
spork   543  25.43
tanty   543  25.71
tutor   543  26.00
porks   543  26.00
wanly   543  26.30
gompa   543  26.60
lawny   543  26.91
bigos   543  27.22
natty   543  27.22
taboo   543  27.88
saiga   543  28.22
biogs   543  28.57
gobis   543  28.93
outro   543  29.29
sybil   543  29.29
cided   543  29.67
diced   543  30.05
sibyl   543  30.05
pecky   543  30.45
aigas   543  30.85
bafts   543  31.27
abbot   543  31.70
julep   543  34.54
sofas   543  35.60
fossa   543  36.73
gigas   543  37.32
shaft   544  21.83
plank   544  22.47
thrum   544  23.61
revet   544  24.88
stulm   544  24.88
leben   544  25.43
lanky   544  26.30
fille   544  26.60
spawl   544  26.60
hafts   544  26.91
gatch   544  27.22
nebel   544  27.22
speck   544  27.55
doona   544  27.88
benes   544  28.57
evert   544  28.93
bimah   544  29.29
pawls   544  29.29
seedy   544  29.67
scody   544  29.67
donna   544  30.05
cimex   544  30.85
puzel   544  30.85
pecks   544  31.27
gopak   544  32.14
kurre   544  34.54
yedes   544  34.54
yeeds   544  36.16
jarks   544  41.32
snebs   544  42.85
zymes   544  48.21
rough   545  23.86
wiped   545  26.60
dogma   545  26.91
drums   545  30.05
omasa   545  30.45
somas   545  32.14
ammos   545  35.60
quoit   545  36.73
brond   546  21.04
serve   546  23.86
grift   546  24.10
verse   546  24.62
gamut   546  24.62
sever   546  24.88
sagum   546  25.43
ampul   546  26.00
gaums   546  26.00
renew   546  26.60
magus   546  27.22
sorry   546  27.88
newer   546  28.22
orlop   546  29.67
lurry   546  30.05
veers   546  30.05
erevs   546  30.45
bapus   546  31.27
proll   546  32.14
furze   546  33.06
donsy   547  24.36
shawn   547  24.88
synod   547  26.00
suede   547  26.60
flams   547  26.91
afoot   547  30.05
fangs   547  30.45
nixed   547  30.45
sorus   547  30.45
hecks   547  30.85
sused   547  31.70
index   547  32.14
dudes   547  32.59
sours   547  33.06
nurrs   547  36.16
zineb   547  36.16
clank   548  20.66
piony   548  22.47
genet   548  24.62
gouts   548  25.15
tenge   548  25.15
gusto   548  25.43
datal   548  26.60
folds   548  28.93
grows   548  28.93
waded   548  31.70
bigha   548  32.14
dawed   548  32.59
ceaze   548  34.54
kebab   548  42.85
xerox   548  56.44
slink   549  23.61
misty   549  23.61
brush   549  24.62
bolus   549  25.15
stimy   549  25.43
lobus   549  26.91
shrub   549  27.22
buhrs   549  27.22
kilns   549  27.55
twang   549  27.88
locks   549  28.22
links   549  28.93
abohm   549  32.59
enemy   549  33.06
abmho   549  34.03
yogic   549  34.03
fytte   549  35.06
diene   550  23.86
crown   550  24.10
pints   550  24.62
wigan   550  24.62
tasty   550  26.00
dined   550  26.00
leech   550  26.60
punga   550  27.22
awing   550  27.55
satay   550  28.22
sayst   550  28.22
nided   550  28.57
inned   550  28.93
moved   550  28.93
indie   550  29.67
podex   550  31.70
poxed   550  33.06
vendu   550  33.54
hakus   550  35.60
stays   550  36.73
whort   551  21.43
worth   551  22.04
wroth   551  22.47
divan   551  23.61
throw   551  24.10
vison   551  24.10
viand   551  24.36
sound   551  24.62
divna   551  24.88
rowth   551  25.15
burds   551  26.00
vinos   551  26.30
stonk   551  26.60
unsod   551  26.60
golps   551  26.91
gaucy   551  27.55
onium   551  27.55
glops   551  27.88
mashy   551  28.22
splog   551  28.22
drubs   551  28.57
murra   551  28.57
nodus   551  28.57
tonks   551  28.93
undos   551  29.29
udons   551  30.05
knots   551  31.27
aurum   551  33.54
mucor   552  23.14
mucro   552  23.61
curfs   552  27.55
iliad   552  28.57
scurf   552  29.29
juvie   552  40.60
yahoo   552  42.85
equip   552  43.66
chapt   553  21.04
patch   553  22.04
monty   553  23.14
trump   553  23.86
truck   553  23.86
timbo   553  26.00
doucs   553  26.60
spawn   553  26.91
elude   553  26.91
pylon   553  26.91
surfy   553  26.91
docus   553  27.22
marvy   553  27.22
scudo   553  27.55
pawns   553  30.85
messy   553  33.06
equid   553  39.22
jives   553  43.66
yeggs   553  46.28
zooey   553  47.22
fagin   554  23.86
snack   554  25.15
begun   554  26.60
turfy   554  26.60
bitsy   554  27.22
bowed   554  27.55
molal   554  27.55
moola   554  27.55
molla   554  28.22
alamo   554  28.93
whelk   554  29.29
chewy   554  31.70
fecks   554  32.14
ennog   554  36.16
kopje   554  40.60
error   554  42.07
oxeye   554  51.42
shank   555  24.62
corby   555  24.62
prink   555  25.15
pronk   555  25.71
flees   555  26.30
feels   555  27.55
prior   555  27.88
kneel   555  28.22
khans   555  28.57
prows   555  28.57
brill   555  28.93
fidos   555  28.93
foids   555  28.93
knive   555  29.29
pipal   555  29.67
hanks   555  30.45
fells   555  30.85
palpi   555  33.06
poori   555  33.06
selfs   555  33.54
benni   555  34.54
wryer   555  34.54
razor   555  35.06
ankhs   555  35.60
arroz   555  35.60
knell   555  36.16
libri   555  37.32
kranz   555  37.93
irids   555  39.90
razoo   555  40.60
proud   556  23.37
pudor   556  23.86
fauld   556  24.62
toshy   556  24.88
pandy   556  25.15
taiga   556  26.00
gaita   556  26.91
tacan   556  26.91
borks   556  27.22
genes   556  27.88
gaitt   556  28.22
worms   556  28.93
cahow   556  29.29
pooed   556  29.29
agita   556  30.05
hoiks   556  30.05
epode   556  30.45
doped   556  31.27
ooped   556  32.14
atigi   556  34.03
hokis   556  34.03
nikab   556  35.06
embow   556  38.57
ruffe   556  38.57
caeca   556  39.22
spout   557  21.23
could   557  21.63
pouts   557  23.14
stoup   557  23.14
mudir   557  23.37
frond   557  23.61
cloud   557  23.61
murid   557  23.86
given   557  24.10
heder   557  25.15
hyson   557  25.43
sweel   557  25.71
fouls   557  26.30
sewel   557  27.22
sulfo   557  27.88
weels   557  28.22
steek   557  28.57
skeet   557  28.93
swell   557  30.05
hided   557  30.85
mafic   557  30.85
matai   557  31.70
shirr   557  31.70
shirs   557  31.70
shris   557  31.70
keets   557  32.59
wells   557  32.59
ketes   557  33.06
sirih   557  33.06
krill   557  36.16
slews   557  37.32
kests   557  39.90
rishi   557  39.90
skets   557  40.60
sekts   557  42.07
pheer   558  24.10
scatt   558  26.60
gloms   558  27.55
rehem   558  28.57
rheme   558  28.93
feens   558  30.45
araks   558  30.85
tacts   558  30.85
scats   558  31.70
casts   558  32.59
karas   558  33.54
wamus   558  35.06
rarks   558  35.60
sarks   558  36.16
karks   558  42.07
ksars   558  42.07
blaud   559  22.69
lupin   559  24.36
sleek   559  26.00
heled   559  26.30
honds   559  26.30
alvar   559  27.55
larva   559  28.57
arval   559  28.57
lavra   559  29.67
cheth   559  31.27
keels   559  31.27
leeks   559  31.70
skell   559  33.54
yolks   559  34.03
hecht   559  35.60
kells   559  35.60
jilts   559  36.16
pyxes   559  39.90
thins   560  22.47
mount   560  22.69
muton   560  23.61
hints   560  23.86
notum   560  23.86
cronk   560  24.62
chirp   560  25.43
dicty   560  25.43
mynah   560  28.93
yowls   560  31.70
acini   560  34.03
gaspy   561  26.00
salad   561  26.30
emule   561  27.22
pumas   561  27.22
frisk   561  27.88
cauks   561  27.88
calls   561  28.22
scall   561  28.22
kalif   561  28.57
scala   561  28.93
daals   561  29.67
class   561  30.05
kaing   561  30.05
kiang   561  30.05
firks   561  30.85
aking   561  31.27
penny   561  31.70
mawns   561  32.59
tibia   561  33.06
awake   561  35.06
pekoe   561  35.06
lumme   561  36.16
burqa   561  37.93
kopek   561  42.85
swath   562  21.83
bigot   562  23.86
vigor   562  24.10
brack   562  24.10
linch   562  24.62
midst   562  24.88
whats   562  24.88
mavin   562  25.15
thaws   562  25.43
deely   562  26.30
haick   562  26.60
delly   562  28.22
fetes   562  28.57
bachs   562  29.29
gelly   562  29.29
elegy   562  30.05
havoc   562  30.85
fetts   562  31.27
boxla   562  32.59
fests   562  34.03
telex   562  34.03
rezes   562  37.32
leggy   562  37.93
teffs   562  39.90
clift   563  22.91
talpa   563  25.15
flosh   563  25.71
platt   563  26.30
fleck   563  27.22
flabs   563  29.29
jeers   563  38.57
zinke   563  38.57
sybbe   563  42.85
chirm   564  23.86
fusil   564  23.86
never   564  24.88
nerve   564  25.15
erven   564  27.22
snool   564  27.22
solon   564  27.22
loons   564  29.29
bawns   564  30.85
nolos   564  30.85
exert   564  32.14
nolls   564  34.03
enjoy   564  36.73
bouts   565  23.14
fidge   565  24.88
flics   565  25.43
wolds   565  26.60
dowls   565  26.91
tsubo   565  28.57
milko   565  29.29
jamon   565  29.67
sieve   565  31.27
fiked   565  31.27
sexer   565  31.27
skimo   565  31.70
dryad   565  32.14
mokis   565  32.14
rexes   565  35.06
visie   565  35.06
vises   565  37.32
ydrad   565  39.22
ivies   565  43.66
vives   565  46.28
chord   566  21.63
chino   566  22.69
pudge   566  25.15
klaps   566  27.55
swang   566  27.88
wangs   566  29.29
await   566  30.05
gnaws   566  30.05
dhaks   566  32.14
oulks   566  33.06
dacks   566  33.54
samfu   566  34.03
pogge   566  35.60
mozed   566  36.16
tawai   566  36.73
moust   567  21.23
smout   567  22.69
caulk   567  22.91
motus   567  24.36
gripy   567  24.88
bavin   567  25.43
birch   567  27.22
bowrs   567  28.57
brows   567  28.57
blaws   567  28.93
punka   567  28.93
bawls   567  29.67
varas   567  30.05
loofa   567  31.27
aloof   567  31.70
hodja   567  38.57
offal   567  42.07
joked   567  46.28
fitly   568  23.14
tipsy   568  23.61
courb   568  24.88
tween   568  25.43
segue   568  26.00
stown   568  26.00
wonts   568  26.00
towns   568  26.91
wharf   568  27.88
awarn   568  27.88
vinew   568  27.88
nowts   568  29.67
scudi   568  30.05
damps   568  31.70
nadas   568  31.70
guess   568  33.06
inurn   568  33.54
sands   568  33.54
inrun   568  34.03
squeg   568  42.07
calmy   569  23.14
shiny   569  24.36
drink   569  24.88
sprug   569  25.15
softy   569  26.91
limbo   569  27.88
pilow   569  29.67
rucks   569  30.85
wafts   569  31.27
opium   569  32.14
muxes   569  36.16
shakt   570  22.69
clepe   570  23.37
weest   570  23.37
sweet   570  23.86
cleep   570  23.86
trust   570  24.36
primy   570  24.36
strut   570  24.62
ewest   570  24.88
bring   570  25.43
crimp   570  25.71
sturt   570  25.71
input   570  26.30
pulka   570  27.22
peyse   570  27.55
rebec   570  27.55
turrs   570  27.55
khats   570  27.88
seepy   570  28.22
weets   570  28.93
ettle   570  29.67
newel   570  29.67
truss   570  30.45
sozin   570  31.70
rusts   570  32.14
awato   570  32.59
hakim   570  33.06
canns   570  33.54
sypes   570  34.54
wests   570  34.54
limax   570  35.06
scans   570  35.06
exing   570  37.32
yakow   570  39.22
quark   570  40.60
stews   570  40.60
kauru   570  49.23
south   571  19.61
shout   571  20.66
grind   571  20.85
houts   571  22.25
cruft   571  23.14
thous   571  23.14
lucid   571  25.15
unlid   571  25.71
stilt   571  26.60
still   571  27.55
ludic   571  27.55
ponds   571  27.55
fancy   571  27.88
baloo   571  28.22
tilts   571  28.22
tills   571  28.57
slits   571  28.93
silts   571  29.29
lilts   571  30.45
vagus   571  30.45
lists   571  32.14
verry   571  33.06
veery   571  33.54
every   571  35.06
seize   571  36.73
nyssa   571  36.73
judas   571  41.32
sizes   571  45.37
group   572  23.86
notch   572  24.36
thilk   572  27.22
slash   572  27.88
shall   572  28.22
holks   572  29.67
halls   572  30.05
smirs   572  31.27
smirr   572  31.70
enfix   572  34.03
kohls   572  34.54
jupes   572  37.32
yecch   572  39.90
yechy   572  48.21
spank   573  23.86
minty   573  24.36
genie   573  24.62
crudy   573  24.88
thowl   573  25.15
curdy   573  25.43
eigne   573  25.71
pivot   573  26.30
silky   573  26.91
apian   573  27.22
glims   573  27.22
ducts   573  28.22
umped   573  29.29
knaps   573  29.67
ginge   573  30.05
hoors   573  30.05
pinna   573  30.05
panni   573  31.70
piani   573  31.70
genii   573  34.03
banjo   573  37.32
porch   574  23.37
mulga   574  23.86
algum   574  24.88
burgs   574  24.88
glaum   574  25.15
parry   574  25.71
sally   574  25.71
almug   574  26.00
twank   574  26.60
wheft   574  26.91
grubs   574  27.22
blogs   574  28.57
lassy   574  28.57
globs   574  30.05
nidus   574  30.05
ammon   574  31.70
vitex   574  32.59
asyla   574  33.06
unpen   574  33.06
alays   574  33.54
slays   574  34.03
soaks   574  35.60
fyrds   574  36.73
lyssa   574  36.73
zebus   574  38.57
askos   574  43.66
kokas   574  46.28
kazis   574  47.22
quays   574  48.21
buist   575  21.83
busti   575  26.00
pavid   575  26.30
butte   575  26.60
maill   575  26.60
serre   575  26.60
rorid   575  27.22
serer   575  27.22
droid   575  27.55
latah   575  27.55
vapid   575  28.22
doors   575  28.57
sordo   575  28.57
figos   575  28.93
heeds   575  28.93
roods   575  28.93
lamia   575  29.29
milia   575  30.45
seres   575  30.85
dorrs   575  31.27
resee   575  31.70
birrs   575  32.14
ordos   575  32.59
briss   575  33.54
odors   575  33.54
reses   575  33.54
limma   575  34.03
seers   575  34.54
sheds   575  34.54
sords   575  34.54
erses   575  36.16
dross   575  36.73
kagus   575  36.73
serrs   575  40.60
bebop   575  41.32
ozone   575  42.07
hadji   575  43.66
jihad   575  43.66
dekko   575  55.10
muist   576  21.23
musit   576  22.25
tuism   576  22.69
mutis   576  24.62
theed   576  24.62
hence   576  25.71
cowry   576  26.00
corky   576  27.22
belly   576  28.22
forks   576  28.93
mooed   576  29.67
domed   576  30.05
puked   576  30.05
needy   576  30.45
vexil   576  30.45
rocky   576  30.85
typic   576  31.27
hodad   576  32.14
modem   576  33.06
koala   576  33.54
